,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,PB,PT,Temporada,Time
12,2016-07-03,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0.0,3.0,Santos,36.0,10.322,,4-4-2◆,Bruno Arleu de Araujo,Relatório da Partida,,11.0,5.0,,0,0,2016,Chapecoense
13,2016-07-09,16:30,Série A,Rodada da semana 14,sáb,Em casa,D,0.0,2.0,Corinthians,39.0,11.615,,4-4-2,Ricardo Marques Ribeiro,Relatório da Partida,,9.0,3.0,,0,0,2016,Chapecoense
14,2016-07-17,16:00,Série A,Rodada da semana 15,dom,Visitante,E,1.0,1.0,Figueirense,55.0,6.017,,4-1-4-1,Sandro Ricci,Relatório da Partida,,10.0,3.0,,0,0,2016,Chapecoense
15,2016-07-24,16:00,Série A,Rodada da semana 16,dom,Em casa,V,2.0,1.0,Botafogo (RJ),38.0,7.012,,4-3-2-1,Anderson Daronco,Relatório da Partida,,4.0,4.0,,0,0,2016,Chapecoense
16,2016-07-31,11:00,Série A,Rodada da semana 17,dom,Visitante,E,2.0,2.0,São Paulo,32.0,54.996,,4-1-4-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,7.0,4.0,,0,0,2016,Chapecoense
17,2016-08-04,21:30,Série A,Rodada da semana 18,qui,Em casa,E,1.0,1.0,Palmeiras,35.0,9.167,,4-3-2-1,Wilton Sampaio,Relatório da Partida,,13.0,5.0,,0,0,2016,Chapecoense
18,2016-08-08,20:00,Série A,Rodada da semana 19,seg,Visitante,D,1.0,3.0,Atlético Mineiro,43.0,17.484,,4-3-2-1,Pericles Bassols Pegado Cortez,Relatório da Partida,,18.0,6.0,,0,0,2016,Chapecoense
19,2016-08-15,20:00,Série A,Rodada da semana 20,seg,Em casa,V,1.0,0.0,Internacional,57.0,11.36,,4-3-2-1,Joao Batista de Arruda,Relatório da Partida,,16.0,5.0,,0,0,2016,Chapecoense
20,2016-08-19,21:30,Série A,Rodada da semana 21,sex,Visitante,V,2.0,1.0,América (MG),50.0,1.191,,4-3-2-1,Flavio Rodrigues De Souza,Relatório da Partida,,12.0,2.0,,0,0,2016,Chapecoense
22,2016-08-28,16:00,Série A,Rodada da semana 22,dom,Em casa,D,1.0,3.0,Flamengo,43.0,11.562,,4-1-4-1,Caio Max Augusto Vieira,Relatório da Partida,,18.0,8.0,,0,0,2016,Chapecoense
24,2016-09-07,16:00,Série A,Rodada da semana 23,qua,Visitante,E,2.0,2.0,Santa Cruz,46.0,12.266,,4-2-3-1,Savio Pereira,Relatório da Partida,,7.0,3.0,,1,1,2016,Chapecoense
25,2016-09-11,11:00,Série A,Rodada da semana 24,dom,Em casa,V,1.0,0.0,Coritiba,47.0,6.101,,4-4-2,Diego Almeida Real,Relatório da Partida,,13.0,3.0,,0,0,2016,Chapecoense
26,2016-09-15,19:30,Série A,Rodada da semana 25,qui,Visitante,V,2.0,1.0,Fluminense,42.0,8.82,,4-2-3-1,Claudio Francisco Lima e Silva,Relatório da Partida,,11.0,4.0,,0,0,2016,Chapecoense
27,2016-09-18,16:00,Série A,Rodada da semana 26,dom,Em casa,E,2.0,2.0,Ponte Preta,56.0,2.709,,4-1-4-1,Joao Batista de Arruda,Relatório da Partida,,10.0,5.0,,0,0,2016,Chapecoense
29,2016-09-25,16:00,Série A,Rodada da semana 27,dom,Visitante,D,0.0,1.0,Grêmio,53.0,11.152,,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,9.0,1.0,,0,0,2016,Chapecoense
31,2016-10-01,16:00,Série A,Rodada da semana 28,sáb,Em casa,D,1.0,4.0,Vitória,62.0,10.363,,4-1-4-1,Pablo Dos Santos Alves,Relatório da Partida,,15.0,3.0,,0,0,2016,Chapecoense
32,2016-10-05,19:30,Série A,Rodada da semana 29,qua,Visitante,D,1.0,3.0,Atl Paranaense,42.0,10.553,,5-4-1,Wagner Reway,Relatório da Partida,,11.0,1.0,,0,0,2016,Chapecoense
33,2016-10-12,11:00,Série A,Rodada da semana 30,qua,Em casa,V,3.0,0.0,Sport Recife,46.0,6.104,,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,17.0,7.0,,0,0,2016,Chapecoense
34,2016-10-16,17:00,Série A,Rodada da semana 31,dom,Visitante,E,0.0,0.0,Cruzeiro,40.0,14.761,,4-1-4-1,Luiz Flavio De Oliveira,Relatório da Partida,,7.0,1.0,,0,0,2016,Chapecoense
36,2016-10-23,19:30,Série A,Rodada da semana 32,dom,Em casa,D,0.0,1.0,Santos,58.0,7.459,,4-1-4-1,Nielson Nogueira Dias,Relatório da Partida,,20.0,5.0,,0,0,2016,Chapecoense
38,2016-10-29,16:30,Série A,Rodada da semana 33,sáb,Visitante,E,1.0,1.0,Corinthians,44.0,25.064,,4-1-4-1,Jean Pierre Goncalves Lima,Relatório da Partida,,14.0,2.0,,1,1,2016,Chapecoense
40,2016-11-06,19:30,Série A,Rodada da semana 34,dom,Em casa,V,1.0,0.0,Figueirense,57.0,9.075,,4-1-4-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,24.0,8.0,,0,0,2016,Chapecoense
41,2016-11-16,19:30,Série A,Rodada da semana 35,qua,Visitante,V,2.0,0.0,Botafogo (RJ),36.0,10.17,,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,7.0,2.0,,0,0,2016,Chapecoense
42,2016-11-20,19:30,Série A,Rodada da semana 36,dom,Em casa,V,2.0,0.0,São Paulo,40.0,8.163,,4-1-4-1,Jean Pierre Goncalves Lima,Relatório da Partida,,10.0,4.0,,0,0,2016,Chapecoense
44,2016-11-27,17:00,Série A,Rodada da semana 37,dom,Visitante,D,0.0,1.0,Palmeiras,47.0,40.986,,4-1-4-1,Anderson Daronco,Relatório da Partida,,6.0,0.0,,0,0,2016,Chapecoense
0,2016-05-14,21:00,Série A,Rodada da semana 1,sáb,Visitante,D,0.0,1.0,Coritiba,50.0,6.028,,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,6.0,1.0,,0,0,2016,Cruzeiro
1,2016-05-21,21:00,Série A,Rodada da semana 2,sáb,Em casa,E,2.0,2.0,Figueirense,70.0,12.647,,4-2-3-1,Wagner Reway,Relatório da Partida,,17.0,8.0,,0,0,2016,Cruzeiro
2,2016-05-25,21:45,Série A,Rodada da semana 3,qua,Visitante,D,1.0,4.0,Santa Cruz,65.0,16.331,,4-3-3,Anderson Daronco,Relatório da Partida,,20.0,6.0,,0,0,2016,Cruzeiro
3,2016-05-28,16:00,Série A,Rodada da semana 4,sáb,Em casa,E,1.0,1.0,América (MG),66.0,11.266,,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,26.0,6.0,,0,0,2016,Cruzeiro
4,2016-06-01,21:45,Série A,Rodada da semana 5,qua,Visitante,V,1.0,0.0,Botafogo (RJ),50.0,7.057,,4-1-4-1,Elmo Alves Resende Cunha,Relatório da Partida,,14.0,2.0,,0,0,2016,Cruzeiro
5,2016-06-05,18:30,Série A,Rodada da semana 6,dom,Em casa,D,0.0,1.0,São Paulo,60.0,18.88,,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,12.0,1.0,,0,0,2016,Cruzeiro
6,2016-06-12,16:00,Série A,Rodada da semana 7,dom,Visitante,V,3.0,2.0,Atlético Mineiro,32.0,19.484,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,11.0,7.0,,0,0,2016,Cruzeiro
7,2016-06-15,21:45,Série A,Rodada da semana 8,qua,Em casa,D,0.0,1.0,Flamengo,62.0,17.593,,4-2-3-1,Raphael Claus,Relatório da Partida,,15.0,3.0,,0,0,2016,Cruzeiro
8,2016-06-19,19:00,Série A,Rodada da semana 9,dom,Visitante,D,0.0,2.0,Grêmio,44.0,14.658,,4-2-3-1,Thiago Duarte Peixoto,Relatório da Partida,,7.0,0.0,,0,2,2016,Cruzeiro
9,2016-06-22,19:30,Série A,Rodada da semana 10,qua,Visitante,V,4.0,0.0,Ponte Preta,36.0,4.183,,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,7.0,5.0,,2,2,2016,Cruzeiro
10,2016-06-25,19:00,Série A,Rodada da semana 11,sáb,Em casa,V,2.0,1.0,Palmeiras,51.0,18.082,,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,20.0,8.0,,0,0,2016,Cruzeiro
11,2016-06-29,21:00,Série A,Rodada da semana 12,qua,Visitante,D,2.0,3.0,Chapecoense,53.0,6.774,,4-1-4-1,Rodolpho Toski Marques,Relatório da Partida,,7.0,4.0,,0,0,2016,Cruzeiro
12,2016-07-03,11:00,Série A,Rodada da semana 13,dom,Em casa,E,2.0,2.0,Vitória,59.0,43.821,,4-2-3-1,Pericles Bassols Pegado Cortez,Relatório da Partida,,18.0,7.0,,0,0,2016,Cruzeiro
13,2016-07-11,20:00,Série A,Rodada da semana 14,seg,Em casa,D,0.0,3.0,Atl Paranaense,61.0,32.042,,4-3-3,Anderson Daronco,Relatório da Partida,,20.0,7.0,,0,0,2016,Cruzeiro
14,2016-07-17,16:00,Série A,Rodada da semana 15,dom,Visitante,D,0.0,2.0,Fluminense,64.0,9.681,,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,3.0,,0,0,2016,Cruzeiro
15,2016-07-24,16:00,Série A,Rodada da semana 16,dom,Em casa,D,1.0,2.0,Sport Recife,60.0,18.861,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,29.0,11.0,,0,0,2016,Cruzeiro
16,2016-07-31,16:00,Série A,Rodada da semana 17,dom,Visitante,D,0.0,2.0,Santos,50.0,13.83,,4-3-3,Wagner Reway,Relatório da Partida,,13.0,4.0,,0,0,2016,Cruzeiro
17,2016-08-04,21:00,Série A,Rodada da semana 18,qui,Em casa,V,4.0,2.0,Internacional,42.0,12.454,,4-2-3-1,Raphael Claus,Relatório da Partida,,13.0,7.0,,0,0,2016,Cruzeiro
18,2016-08-08,21:00,Série A,Rodada da semana 19,seg,Visitante,E,1.0,1.0,Corinthians,46.0,34.487,,4-2-3-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,14.0,2.0,,0,0,2016,Cruzeiro
19,2016-08-14,16:00,Série A,Rodada da semana 20,dom,Em casa,E,2.0,2.0,Coritiba,67.0,13.814,,4-2-3-1,Jailson Macêdo Freitas,Relatório da Partida,,17.0,7.0,,0,0,2016,Cruzeiro
20,2016-08-21,18:30,Série A,Rodada da semana 21,dom,Visitante,V,2.0,1.0,Figueirense,50.0,2.578,,4-2-3-1,Joao Batista de Arruda,Relatório da Partida,,13.0,5.0,,0,0,2016,Cruzeiro
21,2016-08-28,11:00,Série A,Rodada da semana 22,dom,Em casa,V,2.0,0.0,Santa Cruz,47.0,46.591,,4-2-3-1,Sandro Ricci,Relatório da Partida,,12.0,3.0,,0,0,2016,Cruzeiro
22,2016-09-08,21:00,Série A,Rodada da semana 23,qui,Visitante,V,2.0,0.0,América (MG),39.0,5.651,,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,10.0,4.0,,0,0,2016,Cruzeiro
23,2016-09-11,16:00,Série A,Rodada da semana 24,dom,Em casa,D,0.0,2.0,Botafogo (RJ),62.0,26.611,,4-2-3-1,Rafael Traci,Relatório da Partida,,16.0,5.0,,0,0,2016,Cruzeiro
24,2016-09-15,21:00,Série A,Rodada da semana 25,qui,Visitante,D,0.0,1.0,São Paulo,46.0,15.566,,4-2-3-1,Diego Almeida Real,Relatório da Partida,,12.0,3.0,,0,0,2016,Cruzeiro
25,2016-09-18,16:00,Série A,Rodada da semana 26,dom,Em casa,E,1.0,1.0,Atlético Mineiro,48.0,43.381,,4-3-3,Braulio da Silva Machado,Relatório da Partida,,14.0,2.0,,0,0,2016,Cruzeiro
26,2016-09-25,16:00,Série A,Rodada da semana 27,dom,Visitante,D,1.0,2.0,Flamengo,42.0,15.68,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,11.0,4.0,,0,0,2016,Cruzeiro
27,2016-10-01,18:30,Série A,Rodada da semana 28,sáb,Em casa,V,1.0,0.0,Grêmio,52.0,16.678,,4-2-3-1,Elmo Alves Resende Cunha,Relatório da Partida,,17.0,5.0,,0,0,2016,Cruzeiro
28,2016-10-08,21:00,Série A,Rodada da semana 29,sáb,Em casa,V,2.0,0.0,Ponte Preta,55.0,15.425,,4-2-3-1,Anderson Daronco,Relatório da Partida,,13.0,6.0,,0,0,2016,Cruzeiro
29,2016-10-13,19:30,Série A,Rodada da semana 30,qui,Visitante,E,0.0,0.0,Palmeiras,45.0,15.709,,4-2-3-1,Jailson Macêdo Freitas,Relatório da Partida,,15.0,2.0,,0,0,2016,Cruzeiro
30,2016-10-16,17:00,Série A,Rodada da semana 31,dom,Em casa,E,0.0,0.0,Chapecoense,60.0,14.761,,4-2-3-1,Luiz Flavio De Oliveira,Relatório da Partida,,18.0,5.0,,0,1,2016,Cruzeiro
31,2016-10-23,16:00,Série A,Rodada da semana 32,dom,Visitante,V,1.0,0.0,Vitória,43.0,27.489,,4-3-3,Thiago Duarte Peixoto,Relatório da Partida,,13.0,1.0,,0,0,2016,Cruzeiro
32,2016-10-29,16:30,Série A,Rodada da semana 33,sáb,Visitante,D,0.0,1.0,Atl Paranaense,57.0,17.702,,4-3-3,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,14.0,4.0,,0,0,2016,Cruzeiro
33,2016-11-06,17:00,Série A,Rodada da semana 34,dom,Em casa,V,4.0,2.0,Fluminense,46.0,7.735,,4-2-3-1,Elmo Alves Resende Cunha,Relatório da Partida,,18.0,8.0,,0,0,2016,Cruzeiro
34,2016-11-16,20:45,Série A,Rodada da semana 35,qua,Visitante,V,1.0,0.0,Sport Recife,46.0,10.458,,4-2-3-1,Thiago Duarte Peixoto,Relatório da Partida,,11.0,5.0,,0,0,2016,Cruzeiro
35,2016-11-20,17:00,Série A,Rodada da semana 36,dom,Em casa,E,2.0,2.0,Santos,51.0,13.902,,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,14.0,7.0,,0,0,2016,Cruzeiro
36,2016-11-27,17:00,Série A,Rodada da semana 37,dom,Visitante,D,0.0,1.0,Internacional,49.0,25.352,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,12.0,3.0,,0,0,2016,Cruzeiro
37,2016-12-11,17:00,Série A,Rodada da semana 38,dom,Em casa,V,3.0,2.0,Corinthians,46.0,16.074,,4-2-3-1,Wagner Reway,Relatório da Partida,,20.0,5.0,,0,0,2016,Cruzeiro
0,2016-05-15,16:00,Série A,Rodada da semana 1,dom,Visitante,V,1.0,0.0,América (MG),60.0,2.078,,4-2-3-1,Thiago Duarte Peixoto,Relatório da Partida,,14.0,3.0,,0,0,2016,Fluminense
1,2016-05-21,18:30,Série A,Rodada da semana 2,sáb,Em casa,E,2.0,2.0,Santa Cruz,57.0,3.38,,4-2-3-1,Jailson Macêdo Freitas,Relatório da Partida,,16.0,5.0,,0,0,2016,Fluminense
2,2016-05-25,21:45,Série A,Rodada da semana 3,qua,Visitante,D,0.0,2.0,Palmeiras,48.0,28.534,,4-2-3-1,Sandro Ricci,Relatório da Partida,,14.0,3.0,,0,0,2016,Fluminense
3,2016-05-29,16:00,Série A,Rodada da semana 4,dom,Em casa,V,1.0,0.0,Botafogo (RJ),45.0,4.55,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,15.0,3.0,,0,0,2016,Fluminense
4,2016-06-01,21:45,Série A,Rodada da semana 5,qua,Visitante,E,1.0,1.0,Atlético Mineiro,39.0,8.144,,4-2-3-1,Luiz Flavio De Oliveira,Relatório da Partida,,11.0,4.0,,0,0,2016,Fluminense
5,2016-06-04,20:30,Série A,Rodada da semana 6,sáb,Visitante,E,0.0,0.0,Chapecoense,54.0,5.817,,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,12.0,2.0,,0,0,2016,Fluminense
6,2016-06-11,18:30,Série A,Rodada da semana 7,sáb,Em casa,E,1.0,1.0,Grêmio,61.0,3.636,,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,27.0,4.0,,0,0,2016,Fluminense
7,2016-06-16,20:00,Série A,Rodada da semana 8,qui,Em casa,V,1.0,0.0,Corinthians,43.0,21.148,,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,12.0,4.0,,0,1,2016,Fluminense
8,2016-06-19,16:00,Série A,Rodada da semana 9,dom,Visitante,D,1.0,2.0,Sport Recife,65.0,8.065,,4-2-3-1,Raphael Claus,Relatório da Partida,,19.0,5.0,,0,0,2016,Fluminense
9,2016-06-22,21:45,Série A,Rodada da semana 10,qua,Em casa,D,2.0,4.0,Santos,52.0,5.31,,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,22.0,9.0,,0,0,2016,Fluminense
10,2016-06-26,16:00,Série A,Rodada da semana 11,dom,Visitante,V,2.0,1.0,Flamengo,44.0,25.946,,4-2-3-1,Luiz Flavio De Oliveira,Relatório da Partida,,18.0,3.0,,0,0,2016,Fluminense
11,2016-06-29,21:45,Série A,Rodada da semana 12,qua,Visitante,D,1.0,2.0,São Paulo,56.0,10.323,,4-2-3-1,Anderson Daronco,Relatório da Partida,,9.0,2.0,,1,1,2016,Fluminense
12,2016-07-02,16:00,Série A,Rodada da semana 13,sáb,Em casa,E,0.0,0.0,Coritiba,56.0,1.826,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,10.0,5.0,,0,0,2016,Fluminense
13,2016-07-10,19:30,Série A,Rodada da semana 14,dom,Visitante,E,0.0,0.0,Vitória,46.0,6.938,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,10.0,1.0,,0,0,2016,Fluminense
14,2016-07-17,16:00,Série A,Rodada da semana 15,dom,Em casa,V,2.0,0.0,Cruzeiro,36.0,9.681,,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,7.0,,1,1,2016,Fluminense
15,2016-07-24,16:00,Série A,Rodada da semana 16,dom,Visitante,D,0.0,1.0,Atl Paranaense,57.0,14.959,,4-2-3-1,Francisco Carlos do Nascimento,Relatório da Partida,,9.0,3.0,,0,0,2016,Fluminense
16,2016-07-31,11:00,Série A,Rodada da semana 17,dom,Em casa,V,3.0,0.0,Ponte Preta,53.0,9.574,,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,5.0,3.0,,0,0,2016,Fluminense
17,2016-08-07,16:15,Série A,Rodada da semana 19,dom,Visitante,E,2.0,2.0,Internacional,47.0,19.552,,4-2-3-1,Rafael Traci,Relatório da Partida,,10.0,3.0,,0,0,2016,Fluminense
18,2016-08-14,11:00,Série A,Rodada da semana 20,dom,Em casa,V,1.0,0.0,América (MG),60.0,6.775,,4-2-3-1,Diego Almeida Real,Relatório da Partida,,16.0,3.0,,0,0,2016,Fluminense
19,2016-08-21,16:00,Série A,Rodada da semana 21,dom,Visitante,V,1.0,0.0,Santa Cruz,41.0,8.279,,4-2-3-1,Luiz Flavio De Oliveira,Relatório da Partida,,6.0,4.0,,0,0,2016,Fluminense
20,2016-08-28,16:00,Série A,Rodada da semana 22,dom,Em casa,D,0.0,2.0,Palmeiras,59.0,12.037,,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,8.0,3.0,,0,0,2016,Fluminense
21,2016-09-03,16:00,Série A,Rodada da semana 18,sáb,Em casa,V,3.0,2.0,Figueirense,53.0,6.136,,4-2-3-1,Rodrigo Batista Raposo,Relatório da Partida,,18.0,9.0,,0,0,2016,Fluminense
22,2016-09-07,16:00,Série A,Rodada da semana 23,qua,Visitante,D,0.0,1.0,Botafogo (RJ),63.0,10.156,,4-1-4-1,Rodolpho Toski Marques,Relatório da Partida,,12.0,3.0,,0,0,2016,Fluminense
23,2016-09-12,20:00,Série A,Rodada da semana 24,seg,Em casa,V,4.0,2.0,Atlético Mineiro,50.0,9.004,,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Relatório da Partida,,16.0,4.0,,0,0,2016,Fluminense
24,2016-09-15,19:30,Série A,Rodada da semana 25,qui,Em casa,D,1.0,2.0,Chapecoense,58.0,8.82,,4-2-3-1,Claudio Francisco Lima e Silva,Relatório da Partida,,12.0,5.0,,0,0,2016,Fluminense
25,2016-09-18,16:00,Série A,Rodada da semana 26,dom,Visitante,V,1.0,0.0,Grêmio,33.0,12.136,,4-2-3-1,Wilton Sampaio,Relatório da Partida,,11.0,2.0,,0,0,2016,Fluminense
26,2016-09-25,16:00,Série A,Rodada da semana 27,dom,Visitante,V,1.0,0.0,Corinthians,44.0,18.838,,4-2-3-1,Anderson Daronco,Relatório da Partida,,12.0,4.0,,0,0,2016,Fluminense
27,2016-10-01,11:00,Série A,Rodada da semana 28,sáb,Em casa,V,3.0,1.0,Sport Recife,61.0,7.801,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,19.0,8.0,,0,0,2016,Fluminense
28,2016-10-05,21:00,Série A,Rodada da semana 29,qua,Visitante,D,1.0,2.0,Santos,50.0,5.253,,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,16.0,5.0,,0,0,2016,Fluminense
29,2016-10-13,21:00,Série A,Rodada da semana 30,qui,Em casa,D,1.0,2.0,Flamengo,58.0,11.166,,4-2-3-1,Sandro Ricci,Relatório da Partida,,10.0,4.0,,0,0,2016,Fluminense
30,2016-10-17,20:00,Série A,Rodada da semana 31,seg,Em casa,D,1.0,2.0,São Paulo,44.0,6.664,,4-2-3-1,Nielson Nogueira Dias,Relatório da Partida,,12.0,5.0,,1,1,2016,Fluminense
31,2016-10-23,18:30,Série A,Rodada da semana 32,dom,Visitante,E,1.0,1.0,Coritiba,48.0,9.819,,4-2-3-1,Raphael Claus,Relatório da Partida,,14.0,3.0,,0,0,2016,Fluminense
32,2016-10-28,19:30,Série A,Rodada da semana 33,sex,Em casa,E,2.0,2.0,Vitória,58.0,20.005,,4-2-3-1,Nielson Nogueira Dias,Relatório da Partida,,16.0,7.0,,1,1,2016,Fluminense
33,2016-11-06,17:00,Série A,Rodada da semana 34,dom,Visitante,D,2.0,4.0,Cruzeiro,54.0,7.735,,4-2-3-1,Elmo Alves Resende Cunha,Relatório da Partida,,12.0,4.0,,0,0,2016,Fluminense
34,2016-11-15,17:00,Série A,Rodada da semana 35,ter,Em casa,E,1.0,1.0,Atl Paranaense,49.0,43.691,,4-2-3-1,Luiz Flavio De Oliveira,Relatório da Partida,,16.0,5.0,,0,1,2016,Fluminense
35,2016-11-20,17:00,Série A,Rodada da semana 36,dom,Visitante,D,0.0,1.0,Ponte Preta,65.0,4.981,,4-2-3-1,Marielson Alves Silva,Relatório da Partida,,8.0,3.0,,0,0,2016,Fluminense
36,2016-11-27,19:30,Série A,Rodada da semana 37,dom,Visitante,D,0.0,1.0,Figueirense,58.0,1.842,,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,5.0,1.0,,0,0,2016,Fluminense
37,2016-12-11,17:00,Série A,Rodada da semana 38,dom,Em casa,E,1.0,1.0,Internacional,54.0,3.377,,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,15.0,6.0,,0,1,2016,Fluminense
0,2016-05-14,16:00,Série A,Rodada da semana 1,sáb,Visitante,D,0.0,1.0,Flamengo,44.0,9.382,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,1.0,1.0,,0,0,2016,Sport Recife
1,2016-05-22,18:30,Série A,Rodada da semana 2,dom,Em casa,E,1.0,1.0,Botafogo (RJ),56.0,5.218,,4-2-3-1,Vinicius Furlan,Relatório da Partida,,14.0,8.0,,0,0,2016,Sport Recife
2,2016-05-26,16:00,Série A,Rodada da semana 3,qui,Visitante,D,0.0,1.0,Internacional,49.0,24.84,,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,10.0,1.0,,0,0,2016,Sport Recife
3,2016-05-29,11:00,Série A,Rodada da semana 4,dom,Em casa,D,0.0,2.0,Corinthians,56.0,14.645,,4-2-3-1,Wagner Reway,Relatório da Partida,,12.0,2.0,,0,0,2016,Sport Recife
4,2016-06-01,21:00,Série A,Rodada da semana 5,qua,Visitante,V,1.0,0.0,Santa Cruz,49.0,16.951,,4-2-3-1,Raphael Claus,Relatório da Partida,,16.0,7.0,,0,0,2016,Sport Recife
5,2016-06-05,16:00,Série A,Rodada da semana 6,dom,Em casa,E,4.0,4.0,Atlético Mineiro,51.0,14.17,,4-2-3-1,Rodrigo Nunes de Sá,Relatório da Partida,,12.0,5.0,,0,0,2016,Sport Recife
6,2016-06-12,11:00,Série A,Rodada da semana 7,dom,Visitante,D,2.0,3.0,Coritiba,46.0,8.221,,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,10.0,8.0,,0,0,2016,Sport Recife
7,2016-06-15,21:00,Série A,Rodada da semana 8,qua,Visitante,D,0.0,2.0,Santos,40.0,4.937,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12.0,5.0,,0,0,2016,Sport Recife
8,2016-06-19,16:00,Série A,Rodada da semana 9,dom,Em casa,V,2.0,1.0,Fluminense,35.0,8.065,,4-2-3-1,Raphael Claus,Relatório da Partida,,10.0,4.0,,0,0,2016,Sport Recife
9,2016-06-23,21:00,Série A,Rodada da semana 10,qui,Visitante,E,0.0,0.0,São Paulo,38.0,11.145,,4-2-3-1,Rafael Traci,Relatório da Partida,,8.0,2.0,,0,0,2016,Sport Recife
10,2016-06-26,18:30,Série A,Rodada da semana 11,dom,Em casa,V,5.0,1.0,Chapecoense,57.0,38.921,,4-2-3-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,15.0,9.0,,0,0,2016,Sport Recife
11,2016-06-29,19:30,Série A,Rodada da semana 12,qua,Visitante,D,2.0,3.0,Vitória,35.0,5.84,,4-2-3-1,Leonardo Garcia Cavaleiro,Relatório da Partida,,8.0,3.0,,0,0,2016,Sport Recife
12,2016-07-04,20:00,Série A,Rodada da semana 13,seg,Em casa,D,1.0,3.0,Palmeiras,60.0,26.719,,4-2-3-1,Anderson Daronco,Relatório da Partida,,17.0,5.0,,0,0,2016,Sport Recife
13,2016-07-09,21:00,Série A,Rodada da semana 14,sáb,Visitante,D,1.0,2.0,Ponte Preta,61.0,3.086,,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,9.0,2.0,,0,0,2016,Sport Recife
14,2016-07-17,18:30,Série A,Rodada da semana 15,dom,Em casa,V,4.0,2.0,Grêmio,46.0,10.891,,4-2-3-1,Rodrigo Batista Raposo,Relatório da Partida,,14.0,5.0,,1,1,2016,Sport Recife
15,2016-07-24,16:00,Série A,Rodada da semana 16,dom,Visitante,V,2.0,1.0,Cruzeiro,40.0,18.861,,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,8.0,5.0,,0,0,2016,Sport Recife
16,2016-07-30,18:30,Série A,Rodada da semana 17,sáb,Em casa,V,2.0,0.0,Atl Paranaense,49.0,20.624,,4-2-3-1,Wilton Sampaio,Relatório da Partida,,10.0,5.0,,1,1,2016,Sport Recife
17,2016-08-03,19:30,Série A,Rodada da semana 18,qua,Em casa,E,1.0,1.0,América (MG),71.0,20.987,,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,12.0,6.0,,0,0,2016,Sport Recife
18,2016-08-07,18:30,Série A,Rodada da semana 19,dom,Visitante,E,1.0,1.0,Figueirense,59.0,5.075,,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,17.0,7.0,,1,1,2016,Sport Recife
