,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,posse,público,capitão,formação,árbitro,relatório da partida,notas,tc,cag,dist,pb,pt,temporada,time
45,2021-08-28,19:00,Série A,Rodada da semana 18,sáb,Em casa,D,0,4,Flamengo,50,,Carlos Sánchez,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,11,2,,0,0,2021,Santos
46,2021-09-04,20:00,Série A,Rodada da semana 19,sáb,Visitante,D,1,2,Cuiabá,64,,Carlos Sánchez,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,18,5,,0,0,2021,Santos
47,2021-09-11,21:00,Série A,Rodada da semana 20,sáb,Em casa,E,0,0,Bahia,65,,Carlos Sánchez,4-1-4-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,10,1,,0,0,2021,Santos
48,2021-09-18,21:00,Série A,Rodada da semana 21,sáb,Visitante,E,0,0,Ceará,49,,Pará,3-4-3,Anderson Daronco,Relatório da Partida,,7,1,,0,1,2021,Santos
49,2021-09-26,16:00,Série A,Rodada da semana 22,dom,Visitante,D,0,3,Juventude,63,,Carlos Sánchez,3-4-1-2,Jefferson Ferreira de Moraes,Relatório da Partida,,19,3,,0,0,2021,Santos
50,2021-10-07,18:30,Série A,Rodada da semana 24,qui,Visitante,E,1,1,São Paulo,40,5.529,Carlos Sánchez,3-5-2,Raphael Claus,Relatório da Partida,,6,3,,0,0,2021,Santos
51,2021-10-10,16:00,Série A,Rodada da semana 25,dom,Em casa,V,1,0,Grêmio,59,4.165,Carlos Sánchez,3-4-1-2,Bruno Arleu de Araujo,Relatório da Partida,,13,5,,0,0,2021,Santos
52,2021-10-13,19:00,Série A,Rodada da semana 26,qua,Visitante,D,1,3,Atlético Mineiro,40,16.514,Marinho,3-4-1-2,Paulo Roberto Alves Júnior,Relatório da Partida,,5,1,,0,0,2021,Santos
53,2021-10-17,20:30,Série A,Rodada da semana 27,dom,Visitante,E,0,0,Sport Recife,54,5.272,Carlos Sánchez,3-4-1-2,Anderson Daronco,Relatório da Partida,,10,2,,0,0,2021,Santos
54,2021-10-23,17:00,Série A,Rodada da semana 28,sáb,Em casa,D,0,2,América (MG),49,6.921,Carlos Sánchez,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,14,6,,0,0,2021,Santos
55,2021-10-27,19:00,Série A,Rodada da semana 23,qua,Em casa,V,2,0,Fluminense,45,,Marinho,3-4-3,Wilton Sampaio,Relatório da Partida,,11,5,,0,0,2021,Santos
56,2021-10-30,17:00,Série A,Rodada da semana 29,sáb,Visitante,V,1,0,Atl Paranaense,33,7.196,João Paulo,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,10,2,,0,0,2021,Santos
57,2021-11-07,16:00,Série A,Rodada da semana 30,dom,Em casa,D,0,2,Palmeiras,49,13.465,Marinho,3-4-3,Raphael Claus,Relatório da Partida,,12,4,,0,0,2021,Santos
58,2021-11-10,19:00,Série A,Rodada da semana 31,qua,Em casa,V,2,0,Bragantino,43,9.443,Marinho,3-4-1-2,Leandro Pedro Vuaden,Relatório da Partida,,11,5,,1,1,2021,Santos
59,2021-11-13,17:00,Série A,Rodada da semana 32,sáb,Visitante,E,0,0,Atl Goianiense,35,5.015,João Paulo,3-4-1-2,Felipe Fernandes de Lima,Relatório da Partida,,6,0,,0,0,2021,Santos
60,2021-11-17,19:00,Série A,Rodada da semana 33,qua,Em casa,V,2,0,Chapecoense,43,11.574,Marinho,3-4-1-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,9,3,,1,1,2021,Santos
61,2021-11-21,16:00,Série A,Rodada da semana 34,dom,Visitante,D,0,2,Corinthians,36,43.381,João Paulo,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,9,1,,0,0,2021,Santos
62,2021-11-25,19:00,Série A,Rodada da semana 35,qui,Em casa,V,2,0,Fortaleza,56,9.0,Marinho,3-4-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,15,6,,1,1,2021,Santos
63,2021-11-28,19:00,Série A,Rodada da semana 36,dom,Visitante,E,1,1,Internacional,47,11.432,João Paulo,3-4-3,Braulio da Silva Machado,Relatório da Partida,,13,5,,0,0,2021,Santos
64,2021-12-06,20:00,Série A,Rodada da semana 37,seg,Visitante,V,1,0,Flamengo,36,41.93,Marinho,3-4-3,Anderson Daronco,Relatório da Partida,,9,4,,0,0,2021,Santos
65,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Em casa,E,1,1,Cuiabá,61,12.444,Marinho,3-4-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,13,5,,0,0,2021,Santos
0,2021-01-07,19:00,Série A,Rodada da semana 28,qui,Em casa,D,0,2,Internacional,60,,Luiz Otávio,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,19,6,,0,0,2021,Ceara
1,2021-01-10,16:00,Série A,Rodada da semana 29,dom,Visitante,V,2,0,Flamengo,26,,Luiz Otávio,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,8,4,,0,0,2021,Ceara
2,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Em casa,D,1,2,Bragantino,37,,Luiz Otávio,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,12,4,,1,1,2021,Ceara
3,2021-01-21,19:00,Série A,Rodada da semana 31,qui,Visitante,V,4,0,Goiás,44,,Luiz Otávio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,12,4,,1,1,2021,Ceara
4,2021-01-24,16:00,Série A,Rodada da semana 32,dom,Em casa,V,2,1,Palmeiras,40,,Luiz Otávio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,9,3,,1,1,2021,Ceara
5,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Em casa,D,0,2,Atl Paranaense,45,,Luiz Otávio,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,9,2,,0,0,2021,Ceara
6,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Visitante,D,1,2,Corinthians,65,,Luiz Otávio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,8,1,,0,0,2021,Ceara
7,2021-02-10,21:00,Série A,Rodada da semana 35,qua,Visitante,E,1,1,São Paulo,39,,Samuel Xavier,4-2-3-1,Savio Pereira,Relatório da Partida,,8,2,,0,0,2021,Ceara
8,2021-02-15,18:00,Série A,Rodada da semana 36,seg,Em casa,D,1,3,Fluminense,52,,Luiz Otávio,4-2-3-1,Wilton Sampaio,Relatório da Partida,,13,5,,1,1,2021,Ceara
9,2021-02-20,18:30,Série A,Rodada da semana 37,sáb,Visitante,V,2,0,Coritiba,37,,Richard,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,11,4,,0,0,2021,Ceara
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,1,Botafogo (RJ),48,,Richard,4-2-3-1,Raphael Claus,Relatório da Partida,,12,6,,0,0,2021,Ceara
17,2021-05-30,16:00,Série A,Rodada da semana 1,dom,Em casa,V,3,2,Grêmio,35,,Messias,4-2-3-1,Savio Pereira,Relatório da Partida,,12,6,,0,0,2021,Ceara
18,2021-06-05,21:00,Série A,Rodada da semana 2,sáb,Visitante,D,1,3,Santos,43,,Messias,4-4-2,Jean Pierre Goncalves Lima,Relatório da Partida,,6,3,,1,1,2021,Ceara
19,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Visitante,E,0,0,Chapecoense,62,,Messias,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,14,6,,0,0,2021,Ceara
20,2021-06-17,16:00,Série A,Rodada da semana 4,qui,Em casa,D,1,2,Bahia,62,,Messias,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,12,3,,0,0,2021,Ceara
21,2021-06-20,16:00,Série A,Rodada da semana 5,dom,Visitante,E,1,1,Internacional,39,,Messias,4-2-3-1,Diego Pombo Lopez,Relatório da Partida,,14,2,,0,0,2021,Ceara
22,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Em casa,V,2,1,Atlético Mineiro,33,,Messias,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,16,8,,0,0,2021,Ceara
23,2021-06-27,20:30,Série A,Rodada da semana 7,dom,Em casa,E,1,1,São Paulo,37,,Messias,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,18,7,,0,0,2021,Ceara
24,2021-07-01,16:00,Série A,Rodada da semana 8,qui,Visitante,E,0,0,Bragantino,36,,Messias,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,9,3,,0,0,2021,Ceara
25,2021-07-04,18:15,Série A,Rodada da semana 9,dom,Em casa,V,2,0,Juventude,63,,Messias,4-2-3-1,Alisson Sidnei Furtado,Relatório da Partida,,12,5,,0,0,2021,Ceara
26,2021-07-07,21:30,Série A,Rodada da semana 10,qua,Visitante,E,0,0,Fluminense,37,,Messias,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,7,2,,0,0,2021,Ceara
27,2021-07-11,17:15,Série A,Rodada da semana 11,dom,Visitante,E,2,2,Cuiabá,59,,Messias,4-2-3-1,Edina Alves Batista,Relatório da Partida,,20,7,,0,0,2021,Ceara
28,2021-07-17,17:00,Série A,Rodada da semana 12,sáb,Em casa,V,1,0,Atl Paranaense,53,,Messias,4-2-3-1,Marielson Alves Silva,Relatório da Partida,,21,4,,0,0,2021,Ceara
29,2021-07-25,20:30,Série A,Rodada da semana 13,dom,Visitante,E,0,0,Sport Recife,46,,Messias,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,14,0,,0,0,2021,Ceara
30,2021-08-01,20:30,Série A,Rodada da semana 14,dom,Em casa,V,3,1,Fortaleza,49,,Messias,4-3-3,Denis Ribeiro Serafim,Relatório da Partida,,12,4,,0,0,2021,Ceara
31,2021-08-08,18:15,Série A,Rodada da semana 15,dom,Em casa,E,0,0,Atl Goianiense,41,,Luiz Otávio,4-2-3-1,Rafael Traci,Relatório da Partida,,19,4,,0,0,2021,Ceara
32,2021-08-15,16:00,Série A,Rodada da semana 16,dom,Visitante,D,1,3,Corinthians,39,,Luiz Otávio,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,15,6,,0,0,2021,Ceara
33,2021-08-22,16:00,Série A,Rodada da semana 17,dom,Em casa,E,1,1,Flamengo,37,,Luiz Otávio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,5,,0,0,2021,Ceara
34,2021-08-29,11:00,Série A,Rodada da semana 18,dom,Visitante,D,0,2,América (MG),62,,Luiz Otávio,4-2-3-1,Raphael Claus,Relatório da Partida,,6,2,,0,0,2021,Ceara
35,2021-09-12,11:00,Série A,Rodada da semana 20,dom,Visitante,D,0,2,Grêmio,59,,Fábio Gonçalves,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,8,1,,0,0,2021,Ceara
36,2021-09-18,21:00,Série A,Rodada da semana 21,sáb,Em casa,E,0,0,Santos,51,,Luiz Otávio,4-2-3-1,Anderson Daronco,Relatório da Partida,,10,4,,0,0,2021,Ceara
37,2021-09-25,17:00,Série A,Rodada da semana 22,sáb,Em casa,V,1,0,Chapecoense,58,,Luiz Otávio,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,24,8,,1,1,2021,Ceara
38,2021-10-06,19:00,Série A,Rodada da semana 24,qua,Em casa,E,0,0,Internacional,49,2.81,Luiz Otávio,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,16,5,,0,0,2021,Ceara
39,2021-10-09,16:30,Série A,Rodada da semana 25,sáb,Visitante,D,1,3,Atlético Mineiro,46,10.265,Luiz Otávio,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,11,5,,0,0,2021,Ceara
40,2021-10-14,19:00,Série A,Rodada da semana 26,qui,Visitante,E,1,1,São Paulo,36,9.271,Messias,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,12,7,,0,0,2021,Ceara
41,2021-10-17,18:15,Série A,Rodada da semana 27,dom,Em casa,E,2,2,Bragantino,59,4.573,Bruno Pacheco,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,23,9,,0,0,2021,Ceara
42,2021-10-20,19:00,Série A,Rodada da semana 19,qua,Em casa,D,1,2,Palmeiras,47,6.204,Luiz Otávio,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,14,5,,0,0,2021,Ceara
43,2021-10-23,17:00,Série A,Rodada da semana 28,sáb,Visitante,E,0,0,Juventude,37,2.108,Luiz Otávio,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,4,2,,0,0,2021,Ceara
44,2021-10-27,19:00,Série A,Rodada da semana 23,qua,Visitante,E,1,1,Bahia,46,11.446,Luiz Otávio,4-4-2,Antonio Dib Moraes de Sousa,Relatório da Partida,,9,4,,0,0,2021,Ceara
45,2021-10-31,16:00,Série A,Rodada da semana 29,dom,Em casa,V,1,0,Fluminense,28,8.095,Luiz Otávio,4-2-3-1,Raphael Claus,Relatório da Partida,,8,2,,1,1,2021,Ceara
46,2021-11-07,20:30,Série A,Rodada da semana 30,dom,Em casa,V,1,0,Cuiabá,50,21.735,Luiz Otávio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,16,4,,0,1,2021,Ceara
47,2021-11-10,18:30,Série A,Rodada da semana 31,qua,Visitante,D,1,2,Atl Paranaense,48,9.943,Vinícius,4-2-3-1,Wilton Sampaio,Relatório da Partida,,14,4,,0,0,2021,Ceara
48,2021-11-14,19:00,Série A,Rodada da semana 32,dom,Em casa,V,2,1,Sport Recife,39,20.362,Luiz Otávio,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,12,3,,0,0,2021,Ceara
49,2021-11-17,20:00,Série A,Rodada da semana 33,qua,Visitante,V,4,0,Fortaleza,38,28.037,Luiz Otávio,4-2-3-1,Raphael Claus,Relatório da Partida,,13,5,,0,0,2021,Ceara
50,2021-11-20,21:00,Série A,Rodada da semana 34,sáb,Visitante,E,1,1,Atl Goianiense,41,2.801,Vinícius,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,5,2,,0,0,2021,Ceara
51,2021-11-25,20:00,Série A,Rodada da semana 35,qui,Em casa,V,2,1,Corinthians,37,35.693,Luiz Otávio,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,15,5,,0,0,2021,Ceara
52,2021-11-30,20:00,Série A,Rodada da semana 36,ter,Visitante,D,1,2,Flamengo,49,46.481,Luiz Otávio,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,12,4,,0,0,2021,Ceara
53,2021-12-05,19:00,Série A,Rodada da semana 37,dom,Em casa,E,0,0,América (MG),53,51.123,Luiz Otávio,4-2-3-1,Raphael Claus,Relatório da Partida,,15,3,,0,0,2021,Ceara
54,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Visitante,D,0,1,Palmeiras,68,5.304,Messias,4-2-3-1,Savio Pereira,Relatório da Partida,,30,8,,0,0,2021,Ceara
0,2021-01-07,19:00,Série A,Rodada da semana 28,qui,Visitante,V,2,0,Ceará,40,,Rodrigo Dourado,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,8,3,,0,0,2021,Internacional
1,2021-01-10,18:15,Série A,Rodada da semana 29,dom,Em casa,V,1,0,Goiás,41,,Marcelo Lomba,4-2-3-1,Edina Alves Batista,Relatório da Partida,,10,3,,0,0,2021,Internacional
2,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Em casa,V,4,2,Fortaleza,45,,Rodrigo Dourado,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,10,4,,0,0,2021,Internacional
3,2021-01-20,21:30,Série A,Rodada da semana 31,qua,Visitante,V,5,1,São Paulo,29,,Rodrigo Dourado,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,19,7,,0,0,2021,Internacional
4,2021-01-24,16:00,Série A,Rodada da semana 32,dom,Em casa,V,2,1,Grêmio,46,,Rodrigo Dourado,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,17,5,,1,1,2021,Internacional
5,2021-01-31,18:15,Série A,Rodada da semana 33,dom,Em casa,V,2,1,Bragantino,36,,Rodrigo Dourado,4-1-4-1,Savio Pereira,Relatório da Partida,,12,3,,1,1,2021,Internacional
6,2021-02-04,21:00,Série A,Rodada da semana 34,qui,Visitante,E,0,0,Atl Paranaense,31,,Edenílson,4-1-4-1,Ricardo Marques Ribeiro,Relatório da Partida,,5,1,,0,0,2021,Internacional
7,2021-02-10,19:00,Série A,Rodada da semana 35,qua,Em casa,D,1,2,Sport Recife,60,,Rodrigo Dourado,4-1-4-1,Rodolpho Toski Marques,Relatório da Partida,,17,2,,0,0,2021,Internacional
8,2021-02-14,16:00,Série A,Rodada da semana 36,dom,Visitante,V,2,0,Vasco da Gama,36,,Rodrigo Dourado,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,16,7,,0,0,2021,Internacional
9,2021-02-21,16:00,Série A,Rodada da semana 37,dom,Visitante,D,1,2,Flamengo,41,,Rodrigo Dourado,4-1-4-1,Raphael Claus,Relatório da Partida,,12,3,,1,1,2021,Internacional
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,E,0,0,Corinthians,53,,Rodrigo Dourado,4-1-4-1,Wilton Sampaio,Relatório da Partida,,16,5,,0,0,2021,Internacional
17,2021-05-30,20:30,Série A,Rodada da semana 1,dom,Em casa,E,2,2,Sport Recife,57,,Taison,4-3-3,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,11,4,,1,1,2021,Internacional
18,2021-06-06,16:00,Série A,Rodada da semana 2,dom,Visitante,D,1,5,Fortaleza,48,,Marcelo Lomba,4-3-3,Paulo Roberto Alves Júnior,Relatório da Partida,,5,3,,0,0,2021,Internacional
19,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Visitante,V,1,0,Bahia,33,,Edenílson,4-3-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,6,4,,1,1,2021,Internacional
20,2021-06-16,19:00,Série A,Rodada da semana 4,qua,Em casa,D,0,1,Atlético Mineiro,57,,Edenílson,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,11,1,,0,0,2021,Internacional
21,2021-06-20,16:00,Série A,Rodada da semana 5,dom,Em casa,E,1,1,Ceará,62,,Edenílson,4-4-2,Diego Pombo Lopez,Relatório da Partida,,10,3,,1,1,2021,Internacional
22,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Visitante,V,2,1,Chapecoense,48,,Edenílson,4-2-3-1,Alexandre Vargas Tavares de Jesus,Relatório da Partida,,25,10,,0,0,2021,Internacional
23,2021-06-27,20:30,Série A,Rodada da semana 7,dom,Visitante,E,1,1,América (MG),60,,Rodrigo Dourado,4-3-3,Braulio da Silva Machado,Relatório da Partida,,10,3,,0,0,2021,Internacional
24,2021-06-30,19:00,Série A,Rodada da semana 8,qua,Em casa,D,1,2,Palmeiras,66,,Edenílson,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,16,5,,1,1,2021,Internacional
25,2021-07-03,21:00,Série A,Rodada da semana 9,sáb,Visitante,E,1,1,Corinthians,43,,Edenílson,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,7,3,,1,1,2021,Internacional
26,2021-07-07,21:30,Série A,Rodada da semana 10,qua,Em casa,D,0,2,São Paulo,51,,Rodrigo Dourado,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,,9,2,,0,0,2021,Internacional
27,2021-07-10,16:30,Série A,Rodada da semana 11,sáb,Visitante,E,0,0,Grêmio,50,,Taison,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,16,8,,0,0,2021,Internacional
29,2021-07-18,20:30,Série A,Rodada da semana 12,dom,Em casa,V,1,0,Juventude,50,,Taison,4-3-3,Rodolpho Toski Marques,Relatório da Partida,,14,5,,0,0,2021,Internacional
31,2021-07-25,18:15,Série A,Rodada da semana 13,dom,Visitante,D,1,2,Atl Paranaense,48,,Edenílson,4-1-4-1,Thiago Luis Scarascati,Relatório da Partida,,13,3,,1,1,2021,Internacional
32,2021-07-31,20:00,Série A,Rodada da semana 14,sáb,Em casa,E,0,0,Cuiabá,58,,Taison,4-4-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,12,3,,0,0,2021,Internacional
33,2021-08-08,18:15,Série A,Rodada da semana 15,dom,Visitante,V,4,0,Flamengo,37,,Rodrigo Dourado,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,9,5,,0,0,2021,Internacional
34,2021-08-15,20:30,Série A,Rodada da semana 16,dom,Em casa,V,4,2,Fluminense,36,,Rodrigo Dourado,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,,17,7,,0,0,2021,Internacional
35,2021-08-22,18:15,Série A,Rodada da semana 17,dom,Visitante,E,2,2,Santos,49,,Taison,4-4-2,Wagner do Nascimento Magalhaes,Relatório da Partida,,13,4,,0,0,2021,Internacional
36,2021-08-29,18:15,Série A,Rodada da semana 18,dom,Visitante,E,0,0,Atl Goianiense,48,,Taison,4-2-3-1,Marielson Alves Silva,Relatório da Partida,,7,3,,0,0,2021,Internacional
37,2021-09-13,20:00,Série A,Rodada da semana 20,seg,Visitante,V,1,0,Sport Recife,49,,Edenílson,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,11,4,,0,0,2021,Internacional
38,2021-09-19,11:00,Série A,Rodada da semana 21,dom,Em casa,V,1,0,Fortaleza,59,,Edenílson,4-2-3-1,Edina Alves Batista,Relatório da Partida,,18,5,,0,0,2021,Internacional
39,2021-09-26,16:00,Série A,Rodada da semana 22,dom,Em casa,V,2,0,Bahia,58,,Taison,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,12,7,,0,0,2021,Internacional
40,2021-10-02,21:00,Série A,Rodada da semana 23,sáb,Visitante,D,0,1,Atlético Mineiro,44,,Taison,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,6,4,,0,0,2021,Internacional
41,2021-10-06,19:00,Série A,Rodada da semana 24,qua,Visitante,E,0,0,Ceará,51,2.81,Rodrigo Dourado,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,9,1,,0,0,2021,Internacional
42,2021-10-10,11:00,Série A,Rodada da semana 25,dom,Em casa,V,5,2,Chapecoense,51,11.976,Taison,4-2-3-1,Alisson Sidnei Furtado,Relatório da Partida,,15,11,,0,0,2021,Internacional
43,2021-10-13,21:30,Série A,Rodada da semana 26,qua,Em casa,V,3,1,América (MG),49,9.182,Taison,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,10,6,,0,0,2021,Internacional
44,2021-10-17,16:00,Série A,Rodada da semana 27,dom,Visitante,D,0,1,Palmeiras,48,11.111,Taison,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,14,4,,0,0,2021,Internacional
45,2021-10-21,20:00,Série A,Rodada da semana 19,qui,Em casa,E,1,1,Bragantino,42,11.026,Taison,4-2-3-1,Marielson Alves Silva,Relatório da Partida,,9,4,,0,0,2021,Internacional
46,2021-10-24,16:00,Série A,Rodada da semana 28,dom,Em casa,E,2,2,Corinthians,49,11.437,Taison,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,11,6,,0,0,2021,Internacional
47,2021-10-31,18:15,Série A,Rodada da semana 29,dom,Visitante,D,0,1,São Paulo,47,19.867,Edenílson,4-3-3,André Luiz de Freitas Castro,Relatório da Partida,,9,3,,0,0,2021,Internacional
48,2021-11-06,19:00,Série A,Rodada da semana 30,sáb,Em casa,V,1,0,Grêmio,40,23.015,Taison,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,9,2,,0,0,2021,Internacional
49,2021-11-10,21:30,Série A,Rodada da semana 31,qua,Visitante,D,1,2,Juventude,53,3.816,Edenílson,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,14,3,,0,0,2021,Internacional
50,2021-11-13,19:00,Série A,Rodada da semana 32,sáb,Em casa,V,2,1,Atl Paranaense,47,8.623,Edenílson,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,15,4,,0,0,2021,Internacional
51,2021-11-17,18:00,Série A,Rodada da semana 33,qua,Visitante,D,0,1,Cuiabá,51,7.75,Marcelo Lomba,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,11,4,,0,0,2021,Internacional
52,2021-11-20,21:30,Série A,Rodada da semana 34,sáb,Em casa,D,1,2,Flamengo,52,22.0,Taison,4-2-3-1,Savio Pereira,Relatório da Partida,,22,9,,0,0,2021,Internacional
53,2021-11-24,21:30,Série A,Rodada da semana 35,qua,Visitante,D,0,1,Fluminense,69,18.617,Taison,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,14,4,,0,0,2021,Internacional
54,2021-11-28,19:00,Série A,Rodada da semana 36,dom,Em casa,E,1,1,Santos,54,11.432,Taison,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,17,6,,0,0,2021,Internacional
55,2021-12-06,20:00,Série A,Rodada da semana 37,seg,Em casa,D,1,2,Atl Goianiense,60,17.143,Taison,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,22,6,,0,0,2021,Internacional
56,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Visitante,D,0,1,Bragantino,56,5.339,Marcelo Lomba,3-4-3,Braulio da Silva Machado,Relatório da Partida,,4,1,,0,0,2021,Internacional
0,2021-01-06,21:30,Série A,Rodada da semana 28,qua,Visitante,D,2,4,Bragantino,52,,Dani Alves,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,,8,4,,0,0,2021,Sao Paulo
1,2021-01-10,16:00,Série A,Rodada da semana 29,dom,Em casa,D,0,1,Santos,69,,Dani Alves,4-4-2,Braulio da Silva Machado,Relatório da Partida,,26,5,,0,0,2021,Sao Paulo
2,2021-01-17,16:00,Série A,Rodada da semana 30,dom,Visitante,E,1,1,Atl Paranaense,59,,Dani Alves,4-4-2,Wilton Sampaio,Relatório da Partida,,9,2,,0,0,2021,Sao Paulo
3,2021-01-20,21:30,Série A,Rodada da semana 31,qua,Em casa,D,1,5,Internacional,71,,Dani Alves,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,,11,5,,0,0,2021,Sao Paulo
4,2021-01-23,19:00,Série A,Rodada da semana 32,sáb,Em casa,E,1,1,Coritiba,64,,Dani Alves,4-4-2,Rodrigo D'Alonso Ferreira,Relatório da Partida,,19,6,,0,0,2021,Sao Paulo
5,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Visitante,D,1,2,Atl Goianiense,60,,Dani Alves,4-4-2,Braulio da Silva Machado,Relatório da Partida,,13,3,,0,0,2021,Sao Paulo
6,2021-02-10,21:00,Série A,Rodada da semana 35,qua,Em casa,E,1,1,Ceará,61,,Dani Alves,4-4-2,Savio Pereira,Relatório da Partida,,16,9,,0,0,2021,Sao Paulo
7,2021-02-14,20:30,Série A,Rodada da semana 36,dom,Visitante,V,2,1,Grêmio,49,,Dani Alves,4-4-2,Paulo Roberto Alves Júnior,Relatório da Partida,,11,4,,0,0,2021,Sao Paulo
8,2021-02-19,21:30,Série A,Rodada da semana 34,sex,Em casa,E,1,1,Palmeiras,42,,Dani Alves,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,7,3,,1,1,2021,Sao Paulo
9,2021-02-22,20:00,Série A,Rodada da semana 37,seg,Visitante,D,0,1,Botafogo (RJ),52,,Reinaldo,4-4-2,Braulio da Silva Machado,Relatório da Partida,,7,1,,0,1,2021,Sao Paulo
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,1,Flamengo,36,,Dani Alves,3-4-1-2,Rodolpho Toski Marques,Relatório da Partida,,4,2,,0,0,2021,Sao Paulo
